Genus,G11.Ah,G11.Bw,G11.Cox,G1.Ah,G1.Bw,G1.Cox,G2.Ah,G2.Bw,G2.Cox,G3a.Ah,G3a.Bw,G3a.Cox,G9.Ah,G9.Bw,G9.Cox
Erythrobacteraceae,9499,14539,7724,8066,7042,4970,6301,5754,4613,13100,11997,8864,14164,10316,8652
Eubacteriaceae,2908,4437,2513,2698,2262,1628,2121,1754,1492,4223,3957,2938,4523,3423,2830
Euglenaceae,24,49,18,33,21,13,22,15,21,64,47,25,48,40,22
Euglyphidae,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Eunotiaceae,3,4,2,2,3,0,0,1,1,1,5,1,4,1,0
Euplotidae,8,12,5,6,7,4,9,3,5,19,14,11,17,16,7
Eupodiscaceae,1,1,0,5,2,1,0,0,1,1,0,0,0,0,1
Eustigmataceae,2,4,2,2,0,4,3,0,0,4,2,6,5,1,4
Exidiaceae,2854,3920,2204,2249,2087,1398,1893,1532,1290,3843,3578,2689,4345,3377,2686
Ferrimonadaceae,1031,1492,856,922,723,581,657,575,488,1522,1456,1054,1522,1200,925
Ferroplasmaceae,147,297,164,156,149,99,112,95,102,258,271,224,273,184,133
Ferrovaceae,1122,1606,1058,870,906,584,730,670,618,1458,1849,1429,1685,1098,1054
Fervidicoccaceae,36,62,23,36,29,18,35,23,28,65,50,47,57,29,25
Fervidobacteriaceae,499,778,414,463,445,321,388,306,255,705,701,568,877,652,546
Fibrobacteraceae,1065,1371,787,937,779,562,746,580,526,1516,1328,962,1659,1211,964
Filobasidiaceae,2,2,3,5,0,1,0,1,0,0,7,0,1,3,2
Fimbriimonadaceae,2351,3605,1847,1722,1614,1206,1431,1185,1038,2683,3041,2166,3242,2584,1914
Fistulinaceae,968,1270,710,740,682,523,615,516,422,1391,1174,876,1570,1044,793
Flammeovirgaceae,4107,5486,2897,3233,2748,1977,2612,2098,1684,5455,5047,3550,6936,4535,3586
Flavobacteriaceae,32056,42422,22216,26010,21217,14770,20786,16358,13065,43128,39739,26616,52033,36101,27555
Fomitopsidaceae,1339,1823,991,1088,864,644,837,720,601,1943,1678,1246,2077,1436,1223
Fortieaceae,192,328,142,162,141,118,162,110,82,301,240,229,321,245,219
Fragilariaceae,5,14,4,4,4,4,7,5,2,8,15,7,4,13,2
Francisellaceae,414,536,325,344,260,195,257,224,178,587,531,358,631,429,306
Frankiaceae,53579,60770,30026,46828,32876,23096,36800,24176,18671,77483,49568,37119,103334,54533,47497
Fucaceae,2,3,4,0,4,3,4,2,0,4,3,2,3,3,3
Fusobacteriaceae,1191,1551,882,957,822,604,735,616,522,1587,1419,1058,1650,1247,951
Gaiellaceae,9972,8466,2494,1516,1881,1721,2166,2049,1638,2080,5977,4073,17362,15807,20338
Galaxauraceae,3,6,3,4,2,1,3,2,1,3,4,2,5,5,2
Gallionellaceae,2330,3225,1931,1655,1646,1189,1306,1393,1134,2863,3540,2891,3167,2350,2268
Ganodermataceae,7,11,2,5,14,4,4,3,5,13,14,5,19,13,5
Geastraceae,1,2,1,2,0,0,1,0,0,0,0,3,0,1,0
Gelidiaceae,8,15,8,5,4,1,6,2,2,15,16,9,9,5,3
Geminigeraceae,1763,2488,1448,1468,1335,935,1139,1036,819,2575,2251,1659,2673,1995,1545
Gemmataceae,24562,42961,24124,26019,24425,16227,17926,17775,15100,31737,33161,29204,35723,28558,23055
Gemmatimonadaceae,34556,38352,22001,16521,18650,15522,15880,17735,14889,37818,46838,41129,56074,35897,43431
Geobacteraceae,8925,12851,7365,7856,7237,4956,6455,5687,4469,12247,13153,9819,14098,10775,9959
Geodermatophilaceae,34337,39718,19523,28748,20843,14872,23811,15818,12219,48959,32260,24373,68018,37011,32666
Gigartinaceae,1208,1759,908,972,916,619,788,678,569,1673,1581,1181,1884,1469,1185
Gigasporaceae,1,0,2,4,0,0,1,2,0,1,2,2,1,1,1
Glaucocystaceae,1,2,1,4,1,0,0,0,0,12,2,4,6,3,5
Gloeobacteraceae,2327,3538,1942,2351,1979,1399,1742,1591,1164,3626,3554,2458,3917,2856,2589
Gloeomargaritaceae,300,448,278,272,247,160,188,195,161,377,427,340,518,449,311
Gloeophyllaceae,2398,3198,1801,1925,1693,1235,1531,1262,1086,3570,3040,2253,3820,2678,2104
Gloiosiphoniaceae,1,2,1,0,4,1,0,0,1,3,4,1,3,2,2
Glomeraceae,1489,1980,1158,1437,1151,1536,979,712,609,2260,2717,907,2591,2287,1196
Glomerellaceae,12774,17373,9619,10590,8847,6411,8256,6987,5675,17595,15375,11526,19420,13877,11538
Gloniaceae,2528,3640,1753,2895,1844,1210,1576,1283,1031,4868,3060,2120,3648,2908,2090
Glugeidae,3,0,0,0,0,0,1,1,0,0,0,0,0,2,0
Glycomycetaceae,5176,6319,3225,4469,3312,2480,3493,2659,2038,7491,5330,4069,9090,5673,4971
Gomontiellaceae,342,525,304,309,268,205,264,195,164,523,534,376,642,500,400
Gomphonemataceae,5,3,2,12,2,0,1,1,0,4,3,1,3,2,2
Gonapodyaceae,2396,3178,1715,1695,1516,1105,1457,1276,1012,3097,2726,2134,3654,2552,2266
Goniodomataceae,21,35,21,13,27,18,23,21,14,35,43,24,22,25,19
Goniomonadaceae,1,1,0,0,2,0,1,1,1,2,2,2,1,2,0
Gonyaulacaceae,9,14,10,4,7,2,3,2,6,16,11,10,13,10,7
Gordoniaceae,13715,17994,9539,11650,9189,6619,9313,7333,5740,18832,15108,11803,23167,14981,13247
Gracilariaceae,13,32,9,12,10,1,6,7,13,21,20,14,14,21,6
Gracilibacteraceae,162,231,123,139,128,81,110,73,86,210,207,168,243,213,175
Graphidaceae,4,1,2,2,1,0,0,0,2,5,4,1,5,1,2
Gregarinidae,789,1125,585,650,608,418,561,477,346,1124,1007,738,1232,1206,754
Gymnodiniaceae,7,14,8,8,5,9,2,5,3,13,8,4,12,10,2
Haematococcaceae,17,28,18,16,17,14,12,7,15,29,37,16,24,22,12
Hafniaceae,794,1139,651,737,592,476,556,484,377,1241,1056,789,1292,921,698
Hahellaceae,2508,3588,1998,2139,1867,1294,1673,1404,1172,3691,3616,2695,3812,2771,2276
Halanaerobiaceae,814,1303,745,653,615,478,566,488,441,946,1067,897,1230,1076,889
Halieaceae,2965,4665,2663,2471,2425,1755,1949,1850,1397,4313,4160,3103,4399,3168,2788
Halimedaceae,5,5,2,3,3,0,2,1,1,5,2,0,0,4,3
Haliscomenobacteraceae,1083,1407,745,852,682,532,753,565,439,1318,1272,937,1835,1205,1021
Haloarculaceae,2679,3947,2099,2129,1934,1418,1732,1585,1276,3533,3400,2685,3977,3038,2542
Halobacteriaceae,2423,3471,1931,1988,1785,1385,1593,1443,1170,3161,3063,2410,3831,2900,2464
Halobacteriovoraceae,118,195,95,133,65,48,82,60,48,159,164,105,178,138,120
Halobacteroidaceae,782,1210,667,670,619,457,511,486,413,956,1053,883,1300,1055,942
Halococcaceae,1073,1438,819,863,740,576,624,602,490,1332,1298,1016,1603,1221,1113
Haloferacaceae,4642,6303,3458,3625,3268,2406,2982,2533,2150,5676,5612,4349,6915,5006,4470
Halomonadaceae,12624,18341,10267,10856,9676,6747,8529,7564,6071,17629,16741,12775,19242,14085,11726
Haloplasmataceae,66,88,68,59,67,50,45,49,46,121,103,80,122,94,70
Halorubraceae,4377,6208,3233,3573,3273,2220,2797,2653,2088,5576,5447,4367,6874,5043,4632
Halosphaeriaceae,2,0,0,3,2,0,0,0,0,1,2,1,1,0,1
Halothiobacillaceae,743,1073,699,575,535,438,445,416,354,983,976,806,974,754,610
Halymeniaceae,3,7,8,5,3,1,4,8,7,9,6,5,11,7,8
Hapalosiphonaceae,3162,4208,2370,2972,2514,1600,2357,1947,1432,4690,3991,2931,5306,3558,3013
Hartmannellidae,8,10,6,6,10,9,10,4,2,17,11,9,22,16,8
Helicobacteraceae,2767,3893,2122,2590,1968,1384,1908,1555,1345,4080,3661,2691,4177,3326,2617
Heliobacteriaceae,527,658,385,344,342,237,277,237,200,524,543,518,702,619,507
Helotiaceae,1749,2442,970,1403,1116,707,857,760,623,2484,1652,1122,1941,1515,957
Hemiselmidaceae,17,22,10,12,11,6,6,3,8,29,13,12,17,6,9
Hepatozoidae,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hericiaceae,3,2,2,3,0,0,1,1,1,15,5,4,8,3,2
Herpetosiphonaceae,1819,2502,1372,1447,1371,973,1263,1006,946,2390,2244,1807,3204,2374,2064
Herpotrichiellaceae,19718,29077,14030,19974,13707,9413,13151,10423,8617,29991,24347,17002,28979,21628,16461
Heterocapsaceae,10,13,17,6,16,14,6,7,7,11,26,22,15,16,18
Hexamitidae,1560,2084,1130,1237,1105,781,1008,836,653,2089,1930,1349,2226,1717,1338
Hildenbrandiaceae,13,16,11,6,3,4,13,2,3,9,5,6,22,8,13
Holophagaceae,1917,2457,1423,1611,1532,971,1215,1116,948,2406,2786,2074,2944,2262,2127
Holosporaceae,124,186,98,116,95,44,100,78,35,186,160,110,177,122,72
Hydnodontaceae,1814,2541,1352,1457,1166,842,1089,974,754,2474,2116,1552,2664,1950,1616
Hydrococcaceae,151,203,130,161,107,84,104,103,76,206,236,150,253,145,166
Hydrodictyaceae,12,14,11,20,6,7,11,3,5,32,10,4,29,10,12
Hydrogenophilaceae,4140,6028,3467,2839,3185,2092,2370,2365,2201,4869,6285,4743,5977,4646,4419
Hydrogenothermaceae,435,592,381,362,350,244,308,218,211,535,588,408,664,516,447
Hyellaceae,842,1262,673,877,651,494,651,550,426,1253,1170,869,1411,1061,938
Hygrophoraceae,1,5,0,0,2,3,3,0,0,0,2,0,1,1,0
Hymeneliaceae,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Hymenobacteraceae,10967,14694,8041,9053,7492,5379,7244,6122,4772,14077,13487,9973,17963,13454,10523
Hymenochaetaceae,2072,3062,1587,1760,1460,1077,1389,1134,916,3207,2743,1942,3293,2337,1875
Hyphomicrobiaceae,46831,69854,37064,36612,35211,23412,29445,30905,20544,53557,59989,45185,61371,51994,45006
Hyphomonadaceae,7314,10295,5551,6184,5399,3788,4741,4260,3254,10354,9781,6645,10435,7865,6382
Hypocreaceae,5080,7233,3690,4304,3579,2556,3417,2671,2205,7292,6367,4608,7506,5654,4458
Ichthyobacteriaceae,68,51,41,51,43,36,51,41,20,88,79,44,76,64,46
Icmadophilaceae,2,5,1,0,0,0,0,2,1,2,2,3,2,0,0
Idiomarinaceae,1468,2015,1236,1255,990,678,877,767,691,1991,1849,1419,2013,1471,1146
Ignavibacteriaceae,280,363,249,218,264,166,175,145,155,360,444,355,565,347,349
Immundisolibacteraceae,573,922,512,494,455,304,443,373,251,864,912,644,963,653,606
Intrasporangiaceae,30605,37760,19110,25176,19169,13609,20101,14513,11541,40193,30152,23401,55998,33727,31138
Isochrysidaceae,4,8,5,12,6,2,1,6,1,4,6,3,13,9,6
Isosphaeraceae,19096,33618,17665,24249,18809,12712,16458,15086,10712,29540,25677,21566,29706,22339,17662
Jaapiaceae,1814,2261,1289,1305,1195,829,1079,927,756,2724,2110,1551,2757,1901,1512
Jiangellaceae,7138,8337,4090,6166,4310,3115,4954,3352,2628,10164,6760,5215,13594,7533,6769
Jonesiaceae,382,490,269,317,276,180,242,181,156,513,417,313,589,431,370
Kangiellaceae,329,501,308,297,289,173,245,209,157,484,524,399,527,376,350
Kareniaceae,28,51,21,23,15,16,25,20,10,31,39,26,31,29,18
Kickxellaceae,722,1096,598,647,540,381,478,408,352,1103,927,731,1279,900,699
Kiloniellaceae,889,1378,686,862,763,521,633,558,453,1248,1230,830,1303,1045,777
Kineosporiaceae,3779,4428,2071,2949,2191,1464,2550,1630,1391,4983,3433,2727,7118,4203,3886
Kiritimatiellaceae,461,679,432,508,414,282,364,285,229,595,624,457,794,615,567
Kofleriaceae,2809,3641,2010,1962,1884,1364,1714,1313,1261,3388,3762,2567,6011,3838,3998
Kordiimonadaceae,795,1222,653,771,629,454,579,496,387,1229,1034,813,1200,832,757
Kosmotogaceae,513,809,479,506,454,303,362,325,253,759,694,599,807,625,553
Ktedonobacteraceae,108958,54960,28051,88461,47427,28998,102770,49385,20242,218849,80751,26971,173558,42176,16855
Labilitrichaceae,6674,8192,3737,4888,4227,3168,3283,2971,2620,7790,8473,4864,8228,6065,4475
Lachnospiraceae,13704,19221,10793,11913,10103,7178,9378,7800,6354,19686,17479,12842,20878,15438,12137
Lactobacillaceae,8492,11927,6560,7568,6067,4340,6017,4861,3891,12375,11516,7982,13342,9807,7382
Lagenidiaceae,2,2,0,1,1,0,0,0,0,0,1,1,0,0,0
Laminariaceae,5,7,7,6,2,2,4,3,1,10,14,10,5,8,3
Lasiosphaeriaceae,1483,2019,1065,1155,1026,662,927,745,580,2028,1739,1335,2306,1568,1316
Lecanoraceae,3,0,2,7,1,0,1,0,4,4,2,1,5,10,0
Lecideaceae,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Legeriomycetaceae,1321,1706,908,992,791,602,792,689,510,1768,1579,1076,1883,1448,981
Legionellaceae,6300,9839,5546,5876,5134,3464,4457,3844,3222,9348,8907,6355,9043,6864,5428
Lembadionidae,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0
Lentimicrobiaceae,310,326,207,182,154,110,182,125,116,323,319,198,423,313,263
Lentinaceae,3,0,0,1,0,2,0,0,0,1,1,2,0,0,0
Lentisphaeraceae,326,493,257,313,266,175,222,185,130,452,448,319,565,380,340
Leptocylindraceae,2,4,2,0,2,1,0,1,1,1,3,1,2,1,1
Leptolyngbyaceae,8328,11829,6530,7714,6485,4509,6102,5003,3932,12164,11306,8294,13952,9588,8472
Leptosphaeriaceae,1164,1579,892,1083,888,568,775,705,548,1695,1468,1003,1795,1336,1179
Leptospiraceae,4088,5742,3102,3697,3169,2131,2771,2372,1856,5871,5781,3901,6266,4692,3785
Leptotrichiaceae,657,836,489,553,486,335,422,383,299,829,897,581,987,744,603
Lessoniaceae,2,0,0,0,1,0,0,1,0,0,0,0,0,2,1
Leucocytozoidae,1,2,0,3,0,0,2,0,0,2,1,3,3,3,2
Leuconostocaceae,1169,1680,866,1022,802,608,742,614,527,1584,1504,1083,1718,1278,1026
Leucosporidiaceae,2110,2806,1438,1519,1323,946,1247,1036,867,2567,2442,1857,3149,2322,1943
Lewinellaceae,1261,1717,1018,1014,901,590,803,764,520,1808,1659,1098,2070,1462,1171
Liagoraceae,29,27,23,13,10,18,21,13,15,26,25,16,36,28,27
Lichtheimiaceae,1604,2178,1123,1269,1043,794,966,829,699,2265,1961,1407,2287,1742,1353
Limnochordaceae,1284,1938,1217,955,1113,819,788,777,748,1426,1578,1450,2070,1710,1712
Lindgomycetaceae,1516,2095,1040,1823,1092,746,995,860,666,2209,1834,1285,2315,1753,1302
Lipomycetaceae,605,913,626,552,419,279,407,399,789,833,661,807,828,613,485
Listeriaceae,1092,1573,844,928,830,593,708,603,548,1548,1480,960,1790,1280,928
Lyophyllaceae,2880,3576,2011,2132,1875,1409,1642,1414,1128,4112,3484,2423,4407,3015,2335
Magnaporthaceae,5866,7926,4328,4695,3975,2782,3558,3144,2575,7663,7062,5217,8535,6602,5439
Magnetococcaceae,946,1424,804,948,790,559,705,620,487,1390,1372,953,1380,1093,983
Malasseziaceae,1647,2346,1311,1325,1138,852,1078,948,731,2344,2087,1595,2716,1903,1579
Mallomonadaceae,4,13,0,2,0,1,0,1,3,3,2,2,2,6,2
Mamiellaceae,5861,8013,3993,4176,3729,2603,3469,2969,2534,6923,6770,5150,9020,6753,5924
Marasmiaceae,1982,2629,1426,1550,1360,953,1282,1048,853,3307,2436,1812,3090,2011,1691
Marinifilaceae,134,210,107,100,92,63,102,60,55,184,177,107,246,150,107
Marinilabiliaceae,1412,2008,1022,1185,962,644,951,726,548,1913,1731,1187,2196,1617,1230
Mariprofundaceae,373,502,317,290,276,232,240,243,194,491,545,422,589,454,384
Marsupiomonadaceae,1,1,0,2,1,1,1,1,1,4,2,0,0,2,1
Massarinaceae,1190,1455,818,991,836,566,744,587,469,1535,1363,947,1703,1122,983
Mastigamoebidae,13,18,13,10,8,11,16,2,2,18,13,16,24,14,20
Megasporaceae,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Melampsoraceae,1008,1354,706,838,719,522,684,545,397,1396,1240,927,1474,1167,905
Melioribacteraceae,243,375,223,215,185,155,158,171,121,322,383,314,454,354,306
Merismopediaceae,639,888,520,612,510,317,477,388,300,869,832,657,1039,709,644
Meruliaceae,2645,3564,1817,1956,1834,1293,1540,1347,1167,3943,3210,2288,3958,2732,2222
Mesoaciditogaceae,139,177,100,127,83,71,87,72,60,177,173,125,209,144,172
Methanobacteriaceae,1508,2265,1425,1331,1177,861,1034,892,803,2110,2072,1585,2365,1885,1412
Methanocalculaceae,18,25,16,8,18,7,10,8,13,26,32,23,25,14,20
Methanocaldococcaceae,234,311,199,171,167,112,156,131,129,310,329,242,364,284,181
Methanocellaceae,546,851,452,470,488,318,365,324,299,705,701,615,842,647,552
Methanococcaceae,215,312,189,174,180,130,134,107,124,319,330,178,282,232,192
Methanocorpusculaceae,96,141,74,88,54,47,56,56,61,131,96,107,143,129,75
Methanomassiliicoccaceae,410,610,341,296,294,221,283,255,188,494,512,421,511,494,363
Methanomicrobiaceae,2122,3095,1749,1877,1571,1130,1416,1270,978,2801,2793,2192,3399,2331,2171
Methanopyraceae,185,210,102,102,104,78,96,100,91,195,134,137,226,157,147
Methanoregulaceae,925,1247,672,690,721,545,600,488,428,1160,1173,949,1302,959,858
Methanosaetaceae,783,1157,686,670,579,440,608,457,387,1050,1077,827,1235,929,868
Methanosarcinaceae,3394,4836,3353,3180,3128,1971,2631,2016,1694,5361,5966,3721,6417,3775,3288
Methanospirillaceae,138,238,133,123,119,99,129,87,77,205,198,176,229,192,152
Methanothermaceae,47,52,43,30,25,29,16,29,25,63,51,36,50,53,44
Methermicoccaceae,16,9,8,5,8,6,5,1,5,13,14,14,16,8,9
Methylacidiphilaceae,736,1019,571,1208,705,507,637,555,378,1016,1022,787,1307,998,755
Methylobacteriaceae,38541,59120,31989,39515,33294,23190,29434,27113,18448,58177,54408,38216,62121,44895,36158
Methylococcaceae,11880,17578,10039,10728,9343,6430,7953,7343,5817,16656,17632,13095,18240,13181,11679
Methylocystaceae,10144,15842,8713,11956,9041,6380,8173,7812,5008,17045,14924,10064,16538,11292,8571
Methylophilaceae,3800,5252,2914,2599,2591,1734,2114,1971,1723,4466,5471,4337,4959,3791,3663
Methylothermaceae,767,1139,675,654,593,438,507,439,385,1017,1119,826,1239,875,784
Metopidae,2,9,1,2,5,1,4,3,1,10,6,4,5,8,2
Metschnikowiaceae,1166,1603,884,1011,872,608,826,666,569,1710,1502,1124,1807,1327,1072
Microascaceae,955,1376,719,857,648,455,600,520,427,1316,1189,924,1395,1109,881
Microbacteriaceae,69216,91313,48045,55832,46788,33587,44955,36681,29713,90958,76825,60624,112743,77854,68620
Microbotryaceae,1196,1660,917,1000,828,603,705,713,519,1730,1536,1086,1862,1313,1103
Microbulbiferaceae,2120,3051,1718,1861,1763,1176,1417,1262,1049,3022,2953,2170,3224,2262,1952
Micrococcaceae,45978,63433,33166,35132,32008,21272,29705,23539,19624,56797,50233,39237,73383,49727,45917
Microcoleaceae,4127,5748,3275,3636,3315,2324,2903,2528,2018,5937,5593,4057,6958,4914,4226
Microcystaceae,1474,2082,1193,1399,1152,789,1124,939,766,2282,2147,1533,2550,1826,1494
Microdochiaceae,1491,2038,1044,1244,940,702,927,846,646,2014,1680,1390,2104,1565,1235
Micromonosporaceae,105019,122369,62041,88869,64661,46643,71497,49216,39036,150335,102181,77934,198070,114930,98060
Micropepsaceae,1059,1146,573,1052,457,258,757,394,220,1883,993,568,1341,850,579
Microscillaceae,557,777,383,529,365,274,364,250,218,732,694,506,901,629,530
Microsporaceae,6,15,5,1,7,1,4,1,2,7,14,1,13,8,2
Microthoracidae,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1
Microthrixaceae,3120,4210,2172,2148,2354,1605,1778,1527,1258,2760,3249,2715,4785,3559,3792
Mixiaceae,839,1094,588,643,610,437,558,439,374,1119,991,719,1245,864,729
Monoblepharidaceae,1,0,0,0,0,0,0,1,0,0,2,1,3,1,1
Monodopsidaceae,2251,3032,1679,1653,1478,1049,1397,1195,962,2959,2642,2118,3438,2481,2144
Monomastigaceae,9,10,3,5,2,2,3,5,2,6,4,8,9,5,4
Monostromataceae,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Moraxellaceae,7710,11079,6052,6858,5577,3924,5130,4274,3420,12502,14217,21919,11559,8969,7096
Morganellaceae,3397,4826,2621,3109,2537,1755,2403,1897,1629,5273,4588,3279,5169,3655,2842
Moritellaceae,402,531,300,395,304,210,244,246,205,587,547,410,599,431,357
Morosphaeriaceae,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Mortierellaceae,4237,5195,2759,3194,2994,2115,2549,2051,1763,6091,4820,3752,5927,4259,3559
Mrakiaceae,830,1214,691,654,601,444,541,465,359,1217,1067,772,1314,944,757
Mucoraceae,1793,2647,1275,1426,1211,868,1221,909,760,2538,2238,1560,2626,1976,1470
Mychonastaceae,1,6,1,1,4,1,2,4,0,1,6,1,2,5,2
Mycobacteriaceae,153858,208188,106372,160079,103655,72439,102094,81369,61243,218537,171107,126383,258383,168741,146883
Mycoplasmataceae,1728,2361,1205,1231,1005,695,998,729,669,2055,1990,1201,2120,1679,1058
Mycosphaerellaceae,6157,8531,4587,5127,4274,3242,3990,3353,2784,8884,7682,5689,9157,6741,5433
Myxococcaceae,10146,14331,7713,8283,7813,5763,6613,5887,5471,13165,13792,10207,17559,12381,11480
Myxotrichaceae,1756,2510,976,2000,1159,837,964,746,665,2841,1929,1089,2022,1675,1027
Naemateliaceae,979,1397,715,818,692,458,594,583,485,1351,1243,902,1496,1106,927
Nakamurellaceae,5036,5350,2753,4597,3021,2134,3772,2150,1607,7603,4344,3061,10143,5156,4382
Nannocystaceae,4495,6157,3243,3430,3216,2305,2791,2365,2121,5677,5965,4430,7441,5386,4795
Nanoarchaeaceae,6,12,6,4,12,4,16,8,10,19,20,16,15,10,9
Nanopusillaceae,12,21,20,13,9,13,9,14,8,25,26,15,27,18,9
Natranaerobiaceae,139,246,132,93,113,88,113,94,60,172,184,142,254,157,120
Natrialbaceae,5862,8342,4628,5024,4385,3113,3903,3453,2751,7483,7245,5666,8906,6530,5661
Nautiliaceae,151,197,140,139,108,81,119,84,85,202,195,171,231,172,160
Naviculaceae,9,3,5,4,7,6,5,4,6,11,11,3,12,8,2
Nectriaceae,10441,14860,7852,9107,7452,5328,7027,5863,4790,15349,13386,9653,16058,11988,9113
Neisseriaceae,4915,7100,4055,4075,3706,2496,3143,2718,2360,6623,6783,5188,7254,5273,4530
Neocallimastigaceae,1484,2033,1068,1302,986,709,976,709,637,2167,1904,1266,2259,1652,1116
Neochloridaceae,2,6,3,0,0,1,1,1,2,5,5,3,7,2,0
Neolectaceae,357,582,297,377,306,210,245,211,168,485,452,337,543,422,297
Nidulariaceae,1,0,0,1,0,1,0,2,0,0,0,0,0,1,0
Nitriliruptoraceae,2361,3172,1635,1698,1656,1163,1405,1257,987,2633,2464,2137,3904,2937,3079
Nitrosomonadaceae,10415,15207,8416,8251,7845,5289,7128,6032,5180,13236,15991,12147,15750,11488,11128
Nitrosopumilaceae,387,594,472,351,450,341,297,338,387,393,848,970,748,584,441
Nitrososphaeraceae,2349,2730,2532,2917,4776,3510,3117,3811,2232,1228,5679,5629,8122,5880,4445
Nitrospinaceae,675,1021,642,612,587,423,447,463,425,884,1079,832,1079,885,824
Nitrospiraceae,13074,20768,12815,11398,12319,8918,8806,9416,8495,21954,32934,22497,23153,20271,29436
Nocardiaceae,89031,111748,57888,77121,58760,41851,60719,45479,35834,124387,95869,71660,151670,94554,84474
Nocardioidaceae,47275,55095,28145,40044,28902,20673,32250,22354,17177,66029,46693,36283,90871,53223,51043
Nocardiopsaceae,33114,35062,17461,29516,19319,13773,23079,14735,11404,51444,30936,22428,60326,32045,27391
Noctilucaceae,4,9,8,5,2,3,0,1,2,4,3,2,15,2,3
Noelaerhabdaceae,8550,11446,6277,6072,5585,3945,5089,4412,3794,10665,10314,7917,13771,9893,8894
Nonionidae,3,0,0,1,0,0,2,0,0,0,0,0,3,0,0
Nosematidae,200,289,147,148,117,96,117,83,72,280,299,145,318,208,116
Nostocaceae,5286,7206,4005,4927,4119,2835,4007,3185,2474,7896,7255,5096,8721,6132,5326
Oceanospirillaceae,7740,11016,6420,6739,5983,4036,5125,4581,3621,10884,10859,8269,10934,8184,6918
Odoribacteraceae,595,895,483,498,414,330,418,336,273,939,831,526,970,644,507
Oleiphilaceae,419,607,345,347,310,210,300,257,200,584,650,443,609,463,368
Olpidiaceae,2,0,0,0,0,0,1,0,0,0,0,1,2,0,1
Omphalotaceae,2636,3488,1906,2023,1829,1326,1550,1402,1058,3853,3166,2239,3935,2728,2146
Onygenaceae,674,1001,520,668,448,321,426,371,296,1008,917,615,958,708,604
Oocystaceae,4,4,3,2,0,1,1,1,0,2,5,2,3,3,1
Ophiocordycipitaceae,8249,11322,6207,6914,5725,4017,5213,4523,3690,11257,10227,7639,12322,9211,7805
Ophiostomataceae,6771,9582,5106,5641,4636,3240,4307,3739,2969,9012,8148,6383,10624,7765,6476
Opitutaceae,13568,18309,10371,12996,9261,6469,8881,7215,6537,16243,17299,12526,22787,16642,12869
Orbaceae,648,958,547,629,433,381,491,401,297,1021,926,589,989,669,495
Orbiliaceae,2801,4027,2168,2464,1980,1498,1928,1585,1284,4099,3579,2640,4530,3147,2660
Ordosporidae,21,50,24,30,20,15,26,21,26,63,49,35,41,38,30
Oscillatoriaceae,5533,7954,4336,5009,4320,2992,3845,3377,2741,8086,7533,5454,9126,6494,5571
Oscillochloridaceae,1017,1386,762,760,720,528,668,520,459,1255,1203,1055,1646,1306,1280
Oscillospiraceae,985,1529,841,939,834,585,716,613,504,1419,1386,1070,1670,1288,1070
Ostreobiaceae,1,0,1,1,0,2,0,1,3,1,1,3,1,0,2
Oxalobacteraceae,43308,83602,47372,32742,34075,22155,28361,26277,30154,58738,69374,78631,59292,56074,51244
Oxyrrhinaceae,3,3,2,2,1,1,5,0,1,4,3,6,4,2,3
Oxytrichidae,1532,2192,975,1313,1091,650,1168,771,609,2513,1785,1082,2114,1543,912
Paenibacillaceae,36771,51648,28968,31767,27977,19946,24858,21340,17793,51028,47205,35160,56677,41718,35383
Palmariaceae,2,0,0,4,1,1,0,0,0,1,4,2,0,0,1
Parachlamydiaceae,1346,2376,1362,1329,1063,764,861,773,734,1874,1757,1523,1825,1467,1071
Parameciidae,866,1132,592,753,560,415,602,453,377,1317,1084,728,1333,933,562
Paramoebidae,2,3,2,2,2,0,2,1,2,3,2,8,1,1,1
Parmeliaceae,7,6,5,7,2,5,6,2,6,9,8,8,14,4,10
Parvularculaceae,683,1019,560,642,508,347,519,394,293,943,901,629,1004,764,649
Pasteurellaceae,2445,3738,2101,2279,1865,1374,1695,1488,1223,3795,3569,2482,3815,2808,2117
Pasteuriaceae,8,9,5,6,4,3,5,1,4,10,3,5,7,8,7
Patulibacteraceae,13095,13607,4950,8236,7065,5021,7244,5921,3750,7952,8538,7476,17884,13582,10801
Paulinellidae,63,111,47,61,79,37,43,43,43,89,92,82,127,80,72
Pavlovaceae,9,12,4,2,1,3,6,2,2,10,4,5,13,4,8
Paxillaceae,3466,4548,2478,2661,2475,1689,2112,1751,1460,5317,4326,3156,5397,3616,2995
Pectobacteriaceae,2970,4157,2356,2805,2231,1676,2083,1748,1405,4271,3920,2991,4388,3246,2692
Pedinomonadaceae,7,2,4,7,2,1,4,1,2,7,0,3,5,4,5
Pelagibacteraceae,878,1325,719,809,656,436,572,502,356,1253,1242,821,1333,1059,791
