Genus,G11.Ah,G11.Bw,G11.Cox,G1.Ah,G1.Bw,G1.Cox,G2.Ah,G2.Bw,G2.Cox,G3a.Ah,G3a.Bw,G3a.Cox,G9.Ah,G9.Bw,G9.Cox
Abiotrophia,72,90,47,47,48,40,44,49,27,84,77,76,100,70,52
Absidia,2096,2865,1529,1639,1434,995,1342,1124,864,2801,2764,1715,2965,2278,1677
Acanthamoeba,2404,3319,1830,1947,1723,1213,1539,1249,1078,3207,3045,2216,3744,2774,2389
Acaricomes,167,210,102,118,114,88,124,87,61,223,167,130,278,182,161
Acaryochloris,935,1225,657,841,669,481,663,566,451,1355,1223,870,1431,979,807
Acavomonas,3,6,0,0,1,0,3,2,0,7,1,0,6,3,0
Acetabularia,4,12,2,7,3,2,5,3,2,5,0,3,7,1,1
Acetanaerobacterium,106,120,57,105,65,57,76,45,46,102,106,76,125,108,96
Acetitomaculum,64,77,33,37,40,19,42,35,22,56,66,45,91,61,51
Acetivibrio,258,402,213,243,199,131,161,124,89,355,343,229,325,280,244
Acetoanaerobium,102,147,61,62,61,53,53,46,40,96,109,89,143,109,87
Acetobacter,3939,5819,3167,3920,3011,2124,2947,2497,1876,6049,5369,3724,5889,4327,3260
Acetobacterium,319,486,276,345,273,193,226,188,167,482,447,347,480,403,306
Acetohalobium,99,154,100,80,68,65,62,62,68,117,130,124,172,122,119
Acetomicrobium,343,522,311,282,290,188,229,232,190,427,457,376,561,421,378
Acetonema,253,414,219,249,213,170,174,187,171,353,376,291,440,295,273
Achaetomium,3,6,0,0,0,0,1,0,4,1,1,0,5,1,2
Achlya,1190,1803,909,1106,870,601,903,788,602,1759,1618,1233,1966,1430,1147
Acholeplasma,297,403,215,231,217,151,178,154,114,414,330,269,486,342,233
Achromatium,466,691,398,359,363,237,311,242,234,654,672,499,695,438,411
Achromobacter,9028,12941,7039,7024,6577,4584,5853,5185,4147,11316,11288,8513,13433,10046,8583
Acidaminobacter,157,217,110,120,98,78,96,91,79,179,210,140,223,188,127
Acidaminococcus,388,632,390,326,359,232,283,249,226,591,578,451,632,516,413
Acidianus,181,264,158,149,165,94,96,98,108,222,218,199,289,212,155
Acidibacillus,583,809,459,525,396,328,373,306,310,773,672,575,857,654,582
Acidicaldus,2,0,0,2,1,0,1,3,0,0,2,0,1,0,1
Acidiferrobacter,592,1069,719,565,626,443,394,486,444,845,1284,1005,917,714,623
Acidihalobacter,1709,2365,1402,1318,1229,827,1005,913,781,2088,2255,1669,2254,1719,1438
Acidilobus,281,442,216,221,204,132,180,130,155,378,350,273,466,338,264
Acidimicrobium,2861,3929,2032,1986,2274,1444,1681,1449,1283,2709,2936,2486,4647,3369,3543
Acidiphilium,2803,4334,2131,3471,2515,1620,2561,1994,1267,5361,3845,2686,4730,3119,2241
Acidiplasma,47,100,36,41,43,27,31,36,38,81,83,68,85,60,42
Acidipropionibacterium,1245,1598,859,964,835,609,752,661,547,1561,1334,1016,2063,1317,1238
Acidisphaera,1405,2355,1017,1955,1328,804,1471,986,595,2899,1921,1219,2180,1463,967
Acidithiobacillus,2110,3181,1830,1984,1705,1151,1415,1289,1083,3001,2961,2357,2962,2299,1823
Acidithrix,2254,3162,1401,1569,1478,1096,1382,996,906,2189,2060,1817,2687,2016,1987
Acidobacterium,6844,12300,6148,12503,6271,3941,7611,5465,3093,17463,11753,6318,9874,6066,4319
Acidocella,1290,1942,976,1399,978,640,1072,809,511,2171,1657,1238,1742,1279,911
Acidomonas,393,590,324,390,317,266,251,240,181,531,506,364,558,407,348
Acidomyces,949,1403,741,829,715,525,606,525,438,1526,1200,870,1515,1124,823
Acidothermus,2069,1915,669,1902,910,713,1567,689,507,3340,1274,869,4086,2064,2001
Acidovorax,9085,13353,7519,6767,6458,4690,5568,5019,4436,11361,11549,9157,13622,10312,8994
Aciduliprofundum,101,175,99,100,109,78,100,76,75,154,162,170,199,183,146
Acinetobacter,5054,7353,3826,4543,3704,2568,3356,2755,2190,8227,8911,12239,7631,6031,4495
Acrasis,1,5,0,2,2,4,0,1,0,3,0,3,3,3,3
Acremonium,1046,1431,852,813,706,565,664,594,499,1436,1291,990,1624,1123,923
Acrocarpospora,1,0,1,2,1,1,0,0,0,5,2,0,11,3,1
Actibacterium,261,439,238,288,212,156,220,202,155,415,418,301,494,351,266
Actinoallomurus,22,17,5,18,6,13,14,9,1,34,13,10,47,15,13
Actinoalloteichus,4243,5333,2742,3595,2697,1944,2677,2085,1734,5518,4426,3389,7442,4745,4203
Actinobacillus,185,249,135,158,136,86,115,102,87,291,264,179,258,212,141
Actinobaculum,714,930,495,570,498,366,428,392,309,969,830,631,1225,757,677
Actinocatenispora,2361,2479,1185,2064,1324,977,1613,1003,778,3483,1905,1460,4280,2217,1851
Actinokineospora,6028,7336,3685,5140,3825,2708,4040,2938,2265,7918,6275,4765,10428,6844,6274
Actinomadura,36730,33051,16383,35984,19862,13941,27428,15228,10664,61586,30563,20987,71585,31885,26659
Actinomucor,2,0,1,0,0,1,0,0,0,1,2,0,1,1,1
Actinomyces,15565,20922,10923,12188,10546,7405,9687,8387,6661,19830,17693,14141,25340,17499,15611
Actinomycetospora,1936,2243,1056,1654,1104,853,1349,936,727,2585,1795,1332,3767,2090,1633
Actinophytocola,3888,4231,2181,3418,2326,1666,2595,1854,1317,5303,3666,2760,6863,4644,4294
Actinoplanes,23129,25735,12829,20868,13821,10004,16617,10489,8095,35334,21377,15882,46738,25090,20733
Actinopolymorpha,5990,6285,3258,5698,3552,2520,4364,2660,2023,9646,5287,4020,12141,6214,5465
Actinopolyspora,3382,3998,2312,2894,2171,1500,2338,1732,1440,4696,3483,2652,5847,3844,3120
Actinospica,3996,4295,1868,4166,2202,1617,3053,1563,1041,8167,2901,1859,6796,2984,2257
Actinosynnema,2663,3193,1689,2351,1772,1215,1766,1287,1040,3674,2731,2145,4565,3000,2572
Actinotalea,1333,1705,821,1053,832,650,890,683,502,1763,1374,1083,2355,1435,1283
Actinotignum,307,421,242,268,229,169,235,167,141,483,400,283,515,366,321
Acuticoccus,147,211,137,144,129,83,121,101,82,200,207,176,222,197,165
Acytostelium,928,1262,700,771,689,465,594,477,435,1368,1216,855,1409,1019,761
Adenoides,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adhaeribacter,353,407,203,273,185,167,241,182,140,427,388,272,582,389,262
Adlercreutzia,145,240,124,136,137,93,99,90,75,222,218,171,262,190,180
Advenella,769,1145,719,673,589,349,550,514,395,970,1102,811,1178,868,782
Aequorivita,407,533,251,346,261,211,307,233,165,531,519,363,723,514,442
Aeribacillus,49,85,40,47,44,30,34,23,20,93,90,45,81,69,64
Aerococcus,355,525,351,293,235,200,256,203,189,455,413,336,509,365,302
Aeromicrobium,4708,5538,2953,3868,2954,2168,3134,2362,1788,6230,4874,3621,8253,5326,4965
Aeromonas,3734,5343,2985,3379,2785,1950,2552,2194,1802,5345,5143,3736,5638,4182,3395
Aeropyrum,210,276,178,143,157,129,132,118,110,248,266,225,289,228,236
Aestuariibacter,339,419,242,264,208,133,203,165,129,441,381,273,415,320,237
Aestuariimicrobium,405,543,269,342,293,199,264,204,166,540,403,299,691,444,431
Aestuariivita,366,541,352,323,268,189,255,265,192,578,536,402,592,471,405
Aetherobacter,8,17,5,1,4,2,3,2,3,10,6,5,9,11,6
Afifella,1039,1626,900,998,930,694,807,777,539,1458,1603,1072,1656,1239,1093
Afipia,16121,26146,12028,17327,11837,9154,13369,11265,6745,29327,20263,12002,21859,16963,12309
Agaricus,1127,1438,845,929,782,606,758,621,504,1693,1428,959,1734,1224,979
Agarivorans,230,297,176,188,154,113,155,111,105,363,255,200,312,204,199
Aggregatibacter,162,276,140,158,148,96,138,105,75,266,323,209,283,179,135
Agreia,1180,1514,805,916,825,594,745,629,493,1480,1231,1018,1884,1289,1076
Agrobacterium,5147,7902,4035,5373,3988,2857,3768,3240,2372,8642,6917,4733,7237,5349,4188
Agrococcus,1853,2530,1383,1468,1276,970,1261,1054,818,2339,2160,1682,3015,2213,1976
Agrocybe,1,0,3,2,0,0,2,2,0,11,6,0,4,1,5
Agromyces,4440,5816,3050,3449,3012,2106,2951,2378,1871,5875,4850,3884,7396,5047,4393
Ahnfeltia,2,3,5,4,2,1,0,0,2,3,6,4,0,3,4
Ahrensia,614,919,479,497,528,339,408,360,297,805,782,547,840,644,531
Aidingimonas,186,306,156,167,144,98,161,115,100,263,277,174,310,200,197
Akashiwo,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0
Akkermansia,1028,1346,738,1437,897,666,954,751,572,1449,1423,996,1889,1411,1164
Albidovulum,338,425,214,231,232,158,222,185,163,456,403,295,432,423,302
Albimonas,1641,2350,1237,1289,1249,879,1033,938,776,2125,2093,1568,2629,1825,1700
Albugo,1021,1354,690,834,730,497,668,592,404,1475,1345,871,1497,1138,755
Alcaligenes,357,528,268,324,247,222,263,232,207,536,513,390,512,381,349
Alcanivorax,2373,3406,1954,2045,1719,1328,1539,1390,1071,3269,3534,3112,3517,2579,2275
Alexandrium,7,14,10,4,5,1,2,2,5,12,10,6,12,10,6
Algibacter,304,407,186,259,197,138,177,144,137,433,388,227,460,337,212
Algicola,129,193,122,128,126,63,91,74,67,246,182,120,238,151,121
Algiphilus,523,688,379,377,343,232,268,238,241,641,705,547,668,495,456
Algoriella,40,65,26,27,35,32,27,24,15,66,56,40,76,63,47
Algoriphagus,2605,3369,1853,2112,1785,1231,1753,1331,1094,3412,3294,2252,4176,2879,2360
Aliagarivorans,196,270,134,181,137,103,137,115,74,272,254,194,292,196,165
Alicycliphilus,1444,2219,1160,1084,1110,720,881,867,736,1790,1821,1521,2235,1623,1451
Alicyclobacillus,5751,8594,4621,4707,4595,3354,4004,3462,2916,7191,7163,5796,8450,6785,5820
Aliicoccus,38,71,35,38,34,21,34,31,22,72,60,55,71,45,46
Aliifodinibius,448,604,339,402,310,267,301,252,208,626,636,468,730,566,432
Aliiglaciecola,161,182,98,141,103,98,96,76,55,217,210,137,180,141,127
Aliihoeflea,338,482,310,294,282,177,216,196,157,466,423,312,447,399,330
Aliiroseovarius,217,400,187,235,194,145,147,148,118,378,362,253,437,296,260
Aliivibrio,354,510,285,317,292,197,268,220,147,578,478,373,596,409,304
Alishewanella,252,422,210,228,207,135,166,162,120,426,396,284,368,297,233
Alistipes,2029,2684,1529,1705,1409,1024,1407,1136,890,2785,2526,1970,3086,2172,1873
Aliterella,404,584,309,307,321,212,275,218,155,525,514,372,589,429,409
Alkalibacillus,53,94,41,51,40,33,30,23,28,72,61,46,71,53,45
Alkalibacter,60,121,73,49,57,44,37,38,21,96,82,74,95,61,62
Alkalibacterium,248,332,242,189,172,120,143,159,101,335,279,233,352,256,232
Alkaliflexus,119,194,95,106,71,53,72,76,44,159,173,124,200,144,124
Alkalilimnicola,429,624,389,349,294,210,257,292,227,567,601,456,642,490,449
Alkalimonas,160,246,134,159,134,79,101,93,79,199,255,177,255,184,161
Alkaliphilus,404,615,353,312,352,238,245,219,190,506,522,419,621,509,470
Alkalitalea,147,192,97,100,94,58,103,71,57,194,175,103,237,160,113
Alkanindiges,171,259,134,161,141,83,107,108,87,528,995,4042,341,229,390
Allisonella,58,98,50,48,50,35,50,18,20,69,81,48,91,73,57
Alloactinosynnema,3512,4149,2094,3185,2174,1514,2457,1690,1307,4876,3349,2576,6513,4204,3770
Allobaculum,53,70,36,37,30,29,31,24,23,70,50,38,46,50,27
Allochromatium,583,811,469,466,440,274,378,360,259,788,728,604,813,648,546
Allofrancisella,23,18,6,17,14,9,15,10,12,25,30,20,37,23,11
Allofustis,46,49,24,27,21,19,14,15,19,43,39,20,53,35,36
Allogromia,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Alloiococcus,48,46,33,28,36,25,36,19,15,60,59,27,57,50,44
Allokutzneria,1417,1690,848,1372,880,620,939,679,519,1955,1346,1113,2618,1643,1412
Allomyces,4504,5981,3230,3319,2992,2161,2673,2286,1932,5663,5326,4078,6854,5089,4606
Alloprevotella,183,221,136,132,131,78,117,107,75,241,215,155,263,221,126
Allosalinactinospora,1148,1107,517,1104,593,487,840,464,339,1980,1012,663,2356,1062,819
Alloscardovia,203,255,162,179,145,103,117,108,85,246,236,199,286,226,203
Altererythrobacter,2395,3730,1905,1880,1696,1216,1604,1400,1103,3188,2935,2174,3358,2611,2179
Alteribacillus,318,511,279,281,282,187,231,188,179,428,388,333,458,426,316
Alternaria,812,1183,639,837,598,435,598,498,417,1236,1035,775,1353,1013,742
Alteromonas,1447,2041,1143,1259,1038,779,944,850,646,2083,1986,1445,2214,1533,1221
Altibacter,66,96,52,65,39,40,61,42,27,112,96,59,159,94,84
Alysiella,62,89,65,68,50,39,48,39,24,76,89,52,101,69,58
Amanita,1292,1642,878,919,812,638,725,628,527,2094,1496,1014,1957,1198,946
Amantichitinum,543,819,467,476,414,287,365,303,282,779,778,607,790,561,528
Ambrosiella,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Amesia,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0
Aminiphilus,326,509,270,308,280,195,251,218,176,444,451,436,538,404,332
Aminobacter,1075,1523,809,929,831,552,750,644,480,1440,1430,993,1508,1201,1072
Aminobacterium,194,326,211,186,163,133,126,119,92,245,272,217,352,257,241
Aminomonas,394,491,286,251,275,185,214,205,181,478,460,331,546,395,375
Ammonifex,326,512,292,215,253,201,203,199,207,361,408,359,469,415,397
Amoeba,1,2,4,1,0,1,1,0,1,1,1,1,4,1,1
Amoebophrya,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
Amorphochlora,7,10,3,12,5,6,6,5,3,11,8,4,9,8,5
Amorphus,721,1066,597,607,572,445,495,508,362,883,939,693,1044,806,653
Amphiamblys,111,163,98,124,94,66,76,67,57,146,162,109,182,147,124
Amphibacillus,265,393,172,193,174,136,188,164,96,311,287,210,350,275,237
Amphidinium,2,7,3,1,2,2,1,0,2,2,1,4,8,4,1
Amphritea,295,387,270,245,208,150,182,195,134,430,440,295,418,306,269
Amycolatopsis,34536,39772,20485,31717,21678,15409,24036,16391,12610,50023,33356,24851,64342,38052,32488
Anabaena,1294,1807,1010,1324,1073,757,1086,820,625,1999,1896,1326,2204,1562,1349
Anaeroarcus,52,77,37,44,36,28,38,23,12,64,57,37,66,54,53
Anaerobacillus,350,562,334,314,315,212,265,197,177,538,527,392,677,472,404
Anaerobiospirillum,88,134,62,66,46,39,58,42,34,102,94,94,148,102,87
Anaerobium,79,102,71,87,66,53,48,49,52,104,139,86,159,95,87
Anaerobranca,156,247,127,119,108,92,110,101,62,142,196,177,242,180,166
Anaerococcus,311,429,243,265,225,161,200,146,138,392,331,299,476,356,273
Anaerocolumna,311,451,258,253,256,190,246,183,169,456,427,257,526,385,300
Anaerofustis,54,78,40,40,44,18,26,22,21,59,78,39,65,35,45
Anaeroglobus,46,85,56,40,47,31,47,40,29,84,86,56,79,59,44
Anaerolinea,1438,2132,1252,1166,1112,788,886,866,786,1837,2082,1765,2254,1852,1732
Anaeromassilibacillus,161,219,130,132,117,78,103,92,67,198,188,154,221,159,169
Anaeromusa,58,88,40,51,42,16,29,38,32,97,83,60,69,59,53
Anaeromyces,421,603,251,409,276,216,289,164,189,584,555,316,666,474,263
Anaeromyxobacter,8031,11023,5962,6068,5951,4311,4824,4403,3995,9529,11211,8299,14024,9933,9548
Anaerophaga,179,311,152,192,144,99,151,116,77,311,264,159,346,237,209
Anaerorhabdus,35,62,32,41,32,34,34,29,22,82,45,38,73,52,36
Anaerosalibacter,114,147,85,97,81,62,75,55,61,138,151,108,179,133,119
Anaerosphaera,52,65,34,58,34,16,36,21,15,56,55,48,77,57,33
Anaerosporobacter,103,149,76,77,59,51,60,48,41,140,104,91,143,106,85
Anaerosporomusa,250,347,223,225,162,160,171,132,116,325,338,319,337,263,260
Anaerostipes,183,244,149,166,157,84,125,117,85,272,210,162,285,198,179
Anaerotruncus,685,1009,572,587,539,408,496,426,316,930,900,669,1058,769,700
Anaerovibrio,180,327,130,168,135,108,158,127,103,283,270,198,277,224,193
Anaerovorax,83,112,57,72,56,31,45,41,31,126,83,79,142,89,80
Anaplasma,214,290,169,174,139,106,131,113,91,278,272,221,303,255,202
Ancylobacter,1235,1869,1070,1087,1096,776,879,891,617,1704,1790,1221,1780,1379,1140
Anditalea,175,247,135,125,100,60,105,75,71,254,228,156,227,174,128
Andreprevotia,1081,1578,919,888,770,539,655,605,601,1331,1567,1264,1512,1153,957
Aneurinibacillus,1235,1720,981,912,876,703,758,717,579,1521,1534,1148,1822,1428,1260
Angelakisella,139,161,93,105,107,71,86,87,60,164,177,138,193,163,113
Angomonas,726,1030,538,587,508,339,490,394,323,1078,929,667,1120,777,652
Angustibacter,1108,1219,601,1018,668,444,838,466,394,1552,1056,742,2404,1327,1306
Anncaliia,81,97,47,59,39,27,61,36,26,107,113,54,92,74,54
Annulohypoxylon,3,3,3,3,0,3,6,2,0,4,2,2,9,5,3
Anoxybacillus,530,765,444,386,400,278,354,300,240,752,717,522,831,595,511
Anthococcus,17,21,12,13,13,6,14,12,9,21,23,19,33,13,20
Anthracocystis,1700,2340,1278,1337,1118,897,1010,969,774,2066,2064,1503,2615,1967,1641
Antithamnion,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0
Antonospora,3,4,5,3,1,4,3,8,3,7,12,5,10,5,3
Aphanizomenon,285,446,244,228,242,152,232,171,126,419,387,272,488,354,279
Aphanocapsa,68,93,59,56,54,43,43,38,36,103,111,81,120,78,54
Aphanomyces,3003,4403,2375,2518,2273,1539,2061,1766,1387,4374,3844,2913,4545,3546,2771
Apibacter,46,64,45,45,26,26,22,27,28,68,64,45,100,62,44
Apiosordaria,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Apophlaea,4,3,5,2,2,2,5,0,0,2,1,2,6,1,6
Aquabacterium,814,1272,683,572,567,390,496,365,436,989,1036,849,1131,898,822
Aquamicrobium,241,355,186,217,206,135,154,153,125,389,327,225,338,271,266
Aquaspirillum,636,850,438,404,386,252,331,281,265,756,877,629,892,624,550
Aquibacillus,83,129,52,99,77,43,49,37,48,117,115,104,133,109,86
Aquifex,83,161,77,105,79,81,80,72,35,126,126,93,162,126,97
Aquiflexum,226,272,168,175,132,91,138,113,77,299,272,191,412,235,195
Aquimarina,1155,1628,804,1100,799,591,822,650,532,1692,1514,1047,1956,1403,1129
Aquimixticola,163,196,111,138,99,97,85,84,67,211,209,157,245,170,147
Aquimonas,437,580,304,302,256,180,256,221,198,538,562,358,610,455,406
Aquincola,1291,1955,1015,944,904,515,748,554,668,1323,1641,1163,1863,1459,1374
Aquisalimonas,499,737,433,401,355,289,257,294,251,648,716,489,674,476,442
Aquitalea,518,770,425,438,427,288,348,361,251,708,765,600,753,546,485
Arachidicoccus,606,711,322,393,324,203,358,217,213,587,592,348,1063,643,447
Arcanobacterium,309,418,202,282,216,162,204,148,154,499,345,299,504,348,302
Archaeoglobus,290,470,249,258,225,175,228,186,152,417,422,362,446,431,324
Archaeorhizomyces,2,0,0,5,2,0,0,0,0,0,0,0,0,1,0
Archangium,5115,7157,4002,4168,4042,2821,3316,3065,2604,6633,7069,5188,8876,6387,5911
Arcobacter,600,826,456,531,434,355,403,362,302,946,819,565,983,732,474
Arcticibacter,373,489,233,283,220,168,253,160,156,432,412,243,645,437,302
Ardenticatena,2731,4167,2357,1934,2190,1537,1715,1631,1484,3145,3521,3124,4420,3611,3490
Arenibacter,597,800,422,483,423,305,381,304,227,769,729,538,1039,657,516
Arenimonas,2397,3248,1742,1781,1660,1154,1421,1241,1074,3020,3061,2369,3605,2513,2470
Arenitalea,52,63,28,22,28,25,25,43,18,55,56,42,107,54,49
Arhodomonas,641,952,535,515,447,363,383,356,348,800,802,652,912,644,570
Armillaria,4,3,0,4,0,0,5,0,0,3,3,1,7,2,3
Aromatoleum,681,930,554,517,513,347,448,380,311,912,957,758,1030,649,623
Arsenicibacter,490,596,283,379,318,233,298,238,202,619,535,428,808,474,414
Arsenicicoccus,1241,1612,822,946,830,567,809,666,542,1585,1248,1012,2143,1374,1273
Arsenophonus,121,170,82,124,84,57,100,72,53,194,176,122,151,155,96
Arsukibacterium,213,302,181,197,137,107,130,126,120,282,267,227,282,221,173
Arthrobacter,26295,36955,19445,19355,18663,11989,16716,13337,11201,31122,28287,22054,40449,27600,26546
Arthrobotrys,1056,1461,858,955,733,558,751,584,512,1532,1387,1028,1744,1192,1011
Arthrospira,590,782,459,484,408,335,408,358,288,881,757,536,951,628,583
Asaccharospora,34,44,42,27,37,24,25,17,24,64,42,40,67,46,36
Asaia,611,899,482,590,462,346,431,394,285,907,798,556,885,646,539
Asanoa,2719,2809,1407,2445,1535,1114,1964,1192,810,4251,2218,1766,5517,2754,2427
Ascobolus,5,6,0,2,1,1,0,1,2,9,4,2,2,1,3
Ascochyta,1033,1449,744,968,684,505,595,514,422,1330,1235,887,1528,1109,870
Ascoidea,251,377,164,241,181,112,199,134,99,354,334,225,365,282,187
Ascosphaera,745,1172,595,672,561,418,532,406,377,1114,929,722,1175,887,704
Asinibacterium,381,411,191,212,194,133,188,148,133,274,333,190,689,374,290
Asparagopsis,3,5,6,2,3,0,4,0,1,3,4,5,5,3,1
Aspergillus,18347,25529,13838,16237,12867,9361,12112,10215,8021,26233,23166,16660,27067,19844,15624
Asterionella,2,7,1,2,0,0,3,1,1,4,1,4,1,2,1
Asticcacaulis,2961,5355,2467,2695,2131,1533,2095,1681,1354,4551,3915,2737,4215,3094,2308
Atlantibacter,8,25,14,17,9,16,8,5,6,20,23,13,20,21,12
Atopobacter,36,44,22,33,28,15,23,22,17,41,42,30,45,28,23
Atopobium,483,739,374,421,350,256,320,285,235,607,584,461,753,531,514
Atopococcus,52,63,48,60,32,22,33,33,20,73,80,55,80,69,49
Atopostipes,46,52,39,30,24,23,34,21,16,61,42,40,61,54,46
Atractomorpha,4,2,0,0,1,0,2,2,1,4,3,1,3,2,1
Aurantimicrobium,85,131,67,80,57,42,62,47,40,144,99,81,179,104,135
Aurantimonas,2938,4367,2435,2630,2366,1667,2028,1873,1373,3998,3818,2799,4551,3411,2817
Auraticoccus,793,974,493,613,542,345,489,392,293,1044,835,647,1544,932,966
Aureimonas,4882,7166,3954,4631,3940,2718,3381,3141,2408,6945,6537,4634,7490,5440,4605
Aureispira,263,353,169,250,181,127,195,154,107,344,348,213,475,296,226
Aureobasidium,2798,3781,2064,2403,2001,1446,1796,1581,1138,3919,3518,2634,4124,3030,2463
Aureococcus,7172,9039,4722,4626,4447,3135,3976,3476,2997,7496,7819,6144,11818,8280,7740
Auricularia,3022,4083,2363,2347,2018,1589,2044,1718,1422,4193,3730,2887,4872,3479,2883
Austwickia,491,582,332,348,306,222,292,222,178,602,497,415,770,500,466
Auxenochlorella,3997,5471,3003,2988,2716,1935,2334,2167,1766,4853,4817,3723,6570,4692,4243
Avibacterium,56,90,55,45,48,26,36,37,22,96,66,48,72,66,58
Azoarcus,3848,5546,3309,2610,2717,1931,2114,2175,1898,4347,5255,4175,5051,3951,3750
Azohydromonas,2470,4098,2163,1867,1850,1219,1561,1372,1321,2916,3556,2593,3648,2817,2504
Azonexus,540,754,389,339,378,250,304,280,276,620,762,617,734,537,512
Azorhizobium,2265,3744,2021,2042,2021,1414,1585,1680,1216,3031,3309,2343,3110,2763,2002
Azospira,504,657,383,322,355,234,279,256,278,583,705,574,735,535,558
Azospirillum,11132,16885,9122,10847,9122,6276,8195,7513,5375,16331,15151,10746,16945,11927,9944
Azotobacter,1149,1727,936,1097,863,617,788,712,555,1755,1518,1230,1880,1356,1113
Azovibrio,471,628,341,296,312,197,275,248,212,516,707,484,645,486,462
Babesia,805,1133,660,702,626,393,572,454,364,1234,1148,701,1174,917,669
Babjeviella,234,361,197,241,191,132,190,141,84,394,337,234,423,265,223
Bacillus,23161,32807,18034,20678,17804,12463,16774,13724,10855,32179,29717,22475,36248,26635,21375
Bacteriovorax,528,797,421,457,364,288,379,269,246,780,718,482,868,631,534
Bacteroides,6790,9141,5074,5960,4883,3575,4776,3797,3043,9962,8874,6171,10532,7477,5580
Balamuthia,4,7,8,2,5,0,4,2,4,7,9,10,4,8,4
Balneatrix,211,334,201,225,147,116,161,122,94,328,325,247,335,208,163
Balneola,333,424,253,271,237,167,247,164,154,439,439,334,609,393,405
Bangia,2,7,2,2,0,0,1,0,1,3,4,0,2,4,4
Bangiopsis,3,8,2,6,2,0,2,2,6,9,6,3,4,5,3
Barbatospora,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bariatricus,67,104,61,65,46,46,56,38,31,102,108,75,121,80,71
Barnesiella,70,135,71,60,80,36,52,54,37,135,90,75,146,112,94
Barnettozyma,2,0,0,1,0,0,0,0,0,2,2,0,0,0,0
Bartonella,1230,1930,979,1187,952,774,901,830,568,1928,1712,1268,1903,1423,1048
Basfia,45,52,27,41,25,16,30,32,17,49,70,34,60,58,39
Basidiobolus,781,1094,566,607,513,382,506,409,364,1081,955,638,1122,857,621
Basidiophora,1,2,2,0,0,0,0,2,0,0,2,1,0,1,0
Basilea,60,97,40,52,49,31,43,33,27,81,97,78,109,68,108
Bathycoccus,761,1013,552,616,457,385,494,428,352,1008,854,633,1204,830,628
Batrachochytrium,1221,1744,937,1004,871,630,760,677,556,1891,1802,1167,1875,1346,1053
Baudoinia,888,1230,648,821,607,470,541,448,391,1261,1083,862,1370,1023,814
Bauldia,2283,3484,1566,1733,2230,1521,1346,1387,1300,2130,2967,1950,3074,2490,2202
Bavariicoccus,25,32,20,24,26,20,18,24,17,38,43,32,76,44,34
Bdellovibrio,1586,2322,1243,1342,1036,712,1139,701,768,2157,1840,1334,2112,1698,1365
Beauveria,957,1319,688,808,643,474,637,537,427,1297,1190,874,1390,1051,877
Beduini,51,108,57,47,37,28,43,19,21,70,59,55,72,48,55
Beggiatoa,1866,2857,1625,1598,1485,1033,1252,1134,892,2792,2680,2032,2868,2083,1833
Beijerinckia,2545,4036,2074,3218,2217,1565,2124,1991,1126,4525,3619,2417,4331,2694,2082
Belliella,176,225,117,149,120,87,130,84,73,250,221,145,326,246,188
Bellilinea,581,832,485,383,435,343,306,313,309,752,736,684,911,726,685
Belnapia,3925,6197,3076,4667,3721,2331,3419,2877,1825,6484,5372,3724,6429,4414,3331
Bergeriella,67,89,48,56,55,35,39,28,29,82,81,65,75,63,69
Bergeyella,49,69,47,47,37,29,34,19,23,62,86,48,106,65,42
Berkeleya,2,1,0,1,0,0,0,0,0,2,0,0,1,2,0
Bermanella,113,152,79,88,103,57,75,72,47,143,162,128,184,106,97
Bernardetia,162,180,106,110,98,78,89,85,69,198,159,112,271,176,111
Beutenbergia,896,1120,621,717,593,417,585,451,367,1181,965,753,1522,962,928
Bhargavaea,393,523,256,323,300,177,238,212,183,413,466,379,554,393,372
Bibersteinia,60,76,40,45,39,28,39,24,29,63,74,47,91,59,51
Bifidobacterium,6355,8746,4750,5520,4598,3314,4210,3544,2804,8678,7939,6069,10080,7241,6099
Bigelowiella,13,31,12,7,8,5,10,7,9,25,20,18,10,13,5
Bilophila,374,580,305,347,295,224,264,263,181,541,544,418,637,458,393
Bipolaris,2334,3328,1696,2152,1661,1136,1603,1318,984,3541,3068,2171,3745,2598,2156
Bisgaardia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bittarella,52,81,42,50,48,30,44,35,30,56,74,47,100,76,51
Bizionia,188,238,130,154,127,93,123,114,80,260,223,159,297,180,164
Blastobotrys,4,0,2,5,3,2,0,0,2,0,0,2,5,1,3
Blastochloris,1342,2446,1554,1318,1495,952,1124,1240,826,1907,2445,1621,2022,1830,1320
Blastocladiella,3,4,1,1,2,2,2,1,3,8,4,4,4,3,4
Blastococcus,7662,9146,4467,6275,4777,3390,5118,3504,2839,10663,7369,5562,14373,8057,7521
